1.400000;0.500000
1.399199;0.525299
1.396800;0.550497
1.392811;0.575493
1.387250;0.600186
1.380138;0.624478
1.371504;0.648272
1.361382;0.671472
1.349814;0.693986
1.336844;0.715722
1.322526;0.736595
1.306916;0.756520
1.290077;0.775419
1.272076;0.793214
1.252987;0.809835
1.232884;0.825216
1.211848;0.839294
1.189964;0.852014
1.167320;0.863324
1.144005;0.873179
1.120114;0.881540
1.095742;0.888373
1.070987;0.893651
1.045947;0.897352
1.020723;0.899463
0.995416;0.899974
0.970128;0.898883
0.944959;0.896195
0.920011;0.891921
0.895383;0.886077
0.871174;0.878687
0.847481;0.869781
0.824398;0.859394
0.802019;0.847568
0.780432;0.834350
0.759725;0.819793
0.739980;0.803956
0.721276;0.786902
0.703688;0.768699
0.687286;0.749420
0.672137;0.729142
0.658301;0.707946
0.645833;0.685918
0.634783;0.663145
0.625195;0.639720
0.617109;0.615734
0.610556;0.591285
0.605562;0.566471
0.602147;0.541391
0.600326;0.516144
0.600105;0.490833
0.601485;0.465559
0.604462;0.440423
0.609022;0.415525
0.615147;0.390966
0.622814;0.366843
0.631991;0.343253
0.642642;0.320291
0.654724;0.298049
0.668188;0.276615
0.682981;0.256076
0.699043;0.236514
0.716311;0.218006
0.734714;0.200628
0.754180;0.184449
0.774630;0.169533
0.795983;0.155940
0.818153;0.143726
0.841050;0.132937
0.864584;0.123619
0.888661;0.115808
0.913183;0.109535
0.938053;0.104826
0.963171;0.101699
0.988437;0.100167
1.013748;0.100236
1.039005;0.101906
1.064106;0.105170
1.088949;0.110015
1.113437;0.116422
1.137471;0.124365
1.160953;0.133812
1.183792;0.144725
1.205894;0.157060
1.227172;0.170769
1.247541;0.185797
1.266918;0.202082
1.285226;0.219561
1.302392;0.238162
1.318347;0.257812
1.333028;0.278432
1.346375;0.299939
1.358335;0.322247
1.368860;0.345267
1.377908;0.368906
1.385443;0.393071
1.391434;0.417663
1.395858;0.442586
1.398697;0.467738
1.399939;0.493019
