1.300000;0.800000
1.298993;0.831712
1.295977;0.863296
1.290964;0.894626
1.283974;0.925574
1.275036;0.956017
1.264184;0.985831
1.251463;1.014897
1.236925;1.043098
1.220627;1.070320
1.202635;1.096454
1.183022;1.121394
1.161867;1.145040
1.139255;1.167296
1.115276;1.188073
1.090028;1.207288
1.063613;1.224863
1.036136;1.240727
1.007708;1.254816
0.978443;1.267074
0.948460;1.277451
0.917879;1.285906
0.886824;1.292404
0.855419;1.296919
0.823791;1.299434
0.792067;1.299937
0.760375;1.298427
0.728843;1.294911
0.697597;1.289401
0.666763;1.281921
0.636466;1.272500
0.606827;1.261177
0.577967;1.247997
0.550000;1.233013
0.523040;1.216285
0.497195;1.197881
0.472570;1.177875
0.449263;1.156347
0.427368;1.133385
0.406973;1.109079
0.388162;1.083530
0.371008;1.056839
0.355582;1.029113
0.341946;1.000465
0.330154;0.971010
0.320254;0.940866
0.312285;0.910155
0.306281;0.879001
0.302264;0.847528
0.300252;0.815864
0.300252;0.784136
0.302264;0.752472
0.306281;0.720999
0.312285;0.689845
0.320254;0.659134
0.330154;0.628990
0.341946;0.599535
0.355582;0.570887
0.371008;0.543161
0.388162;0.516470
0.406973;0.490921
0.427368;0.466615
0.449263;0.443653
0.472570;0.422125
0.497195;0.402119
0.523040;0.383715
0.550000;0.366987
0.577967;0.352003
0.606827;0.338823
0.636466;0.327500
0.666763;0.318079
0.697597;0.310599
0.728843;0.305089
0.760375;0.301573
0.792067;0.300063
0.823791;0.300566
0.855419;0.303081
0.886824;0.307596
0.917879;0.314094
0.948460;0.322549
0.978443;0.332926
1.007708;0.345184
1.036136;0.359273
1.063613;0.375137
1.090028;0.392712
1.115276;0.411927
1.139255;0.432704
1.161867;0.454960
1.183022;0.478606
1.202635;0.503546
1.220627;0.529680
1.236925;0.556902
1.251463;0.585103
1.264184;0.614169
1.275036;0.643983
1.283974;0.674426
1.290964;0.705374
1.295977;0.736704
1.298993;0.768288
1.300000;0.800000
