0.500000;0.200000
0.500171;0.213088
0.500685;0.226168
0.501541;0.239230
0.502739;0.252264
0.504278;0.265263
0.506156;0.278217
0.508373;0.291118
0.510926;0.303956
0.513815;0.316723
0.517037;0.329410
0.520590;0.342008
0.524472;0.354508
0.528679;0.366903
0.533210;0.379184
0.538060;0.391342
0.543227;0.403368
0.548707;0.415256
0.554497;0.426995
0.560591;0.438579
0.566987;0.450000
0.573680;0.461249
0.580665;0.472320
0.587937;0.483203
0.595492;0.493893
0.603323;0.504381
0.611427;0.514660
0.619797;0.524724
0.628428;0.534565
0.637313;0.544177
0.646447;0.553553
0.655823;0.562687
0.665435;0.571572
0.675276;0.580203
0.685340;0.588573
0.695619;0.596677
0.706107;0.604508
0.716797;0.612063
0.727680;0.619335
0.738751;0.626320
0.750000;0.633013
0.761421;0.639409
0.773005;0.645503
0.784744;0.651293
0.796632;0.656773
0.808658;0.661940
0.820816;0.666790
0.833097;0.671321
0.845492;0.675528
0.857992;0.679410
0.870590;0.682963
0.883277;0.686185
0.896044;0.689074
0.908882;0.691627
0.921783;0.693844
0.934737;0.695722
0.947736;0.697261
0.960770;0.698459
0.973832;0.699315
0.986912;0.699829
1.000000;0.700000
