0.300000;0.500000
0.300959;0.536633
0.303834;0.573166
0.308617;0.609498
0.315295;0.645530
0.323849;0.681163
0.334257;0.716300
0.346489;0.750844
0.360512;0.784701
0.376287;0.817777
0.393772;0.849982
0.412918;0.881229
0.433674;0.911430
0.455981;0.940504
0.479780;0.968370
0.505004;0.994953
0.531584;1.020180
0.559449;1.043980
0.588521;1.066290
0.618720;1.087048
0.649965;1.106197
0.682169;1.123685
0.715243;1.139464
0.749099;1.153490
0.783642;1.165724
0.818777;1.176135
0.854410;1.184692
0.890442;1.191373
0.926773;1.196159
0.963306;1.199038
0.999939;1.200000
1.036572;1.199044
1.073105;1.196172
1.109438;1.191392
1.145470;1.184718
1.181104;1.176167
1.216242;1.165762
1.250787;1.153533
1.284645;1.139513
1.317723;1.123741
1.349929;1.106259
1.381177;1.087115
1.411380;1.066362
1.440456;1.044057
1.468325;1.020261
1.494910;0.995040
1.520139;0.968461
1.543942;0.940599
1.566254;0.911529
1.587015;0.881331
1.606167;0.850088
1.623657;0.817886
1.639439;0.784812
1.653468;0.750958
1.665706;0.716416
1.676119;0.681282
1.684680;0.645650
1.691364;0.609619
1.696153;0.573287
1.699034;0.536755
1.700000;0.500122
